({b"H'\xe2\r\x80h": [-56, 188707]}, ': ', b'SEND: sleep=0.1 | counter=64 | timeElap=HR=0 min=0, sec=31') 
({b"H'\xe2\r\x80h": [-56, 189358]}, ': ', b'SEND: sleep=0.1 | counter=65 | timeElap=HR=0 min=0, sec=32') 
({b"H'\xe2\r\x80h": [-56, 189858]}, ': ', b'SEND: sleep=0.1 | counter=66 | timeElap=HR=0 min=0, sec=33') 
({b"H'\xe2\r\x80h": [-57, 190348]}, ': ', b'SEND: sleep=0.1 | counter=67 | timeElap=HR=0 min=0, sec=33') 
({b"H'\xe2\r\x80h": [-56, 190838]}, ': ', b'SEND: sleep=0.1 | counter=68 | timeElap=HR=0 min=0, sec=33') 
({b"H'\xe2\r\x80h": [-56, 191338]}, ': ', b'SEND: sleep=0.1 | counter=69 | timeElap=HR=0 min=0, sec=34') 
({b"H'\xe2\r\x80h": [-57, 191948]}, ': ', b'SEND: sleep=0.1 | counter=70 | timeElap=HR=0 min=0, sec=35') 
({b"H'\xe2\r\x80h": [-56, 192438]}, ': ', b'SEND: sleep=0.1 | counter=71 | timeElap=HR=0 min=0, sec=35') 
({b"H'\xe2\r\x80h": [-56, 192938]}, ': ', b'SEND: sleep=0.1 | counter=72 | timeElap=HR=0 min=0, sec=36') 
({b"H'\xe2\r\x80h": [-56, 193438]}, ': ', b'SEND: sleep=0.1 | counter=73 | timeElap=HR=0 min=0, sec=36') 
({b"H'\xe2\r\x80h": [-56, 194158]}, ': ', b'SEND: sleep=0.1 | counter=74 | timeElap=HR=0 min=0, sec=37') 
({b"H'\xe2\r\x80h": [-55, 194658]}, ': ', b'SEND: sleep=0.1 | counter=75 | timeElap=HR=0 min=0, sec=37') 
({b"H'\xe2\r\x80h": [-56, 195158]}, ': ', b'SEND: sleep=0.1 | counter=76 | timeElap=HR=0 min=0, sec=38') 
({b"H'\xe2\r\x80h": [-56, 195658]}, ': ', b'SEND: sleep=0.1 | counter=77 | timeElap=HR=0 min=0, sec=38') 
({b"H'\xe2\r\x80h": [-57, 196258]}, ': ', b'SEND: sleep=0.1 | counter=78 | timeElap=HR=0 min=0, sec=39') 
({b"H'\xe2\r\x80h": [-57, 196748]}, ': ', b'SEND: sleep=0.1 | counter=79 | timeElap=HR=0 min=0, sec=39') 
({b"H'\xe2\r\x80h": [-55, 197248]}, ': ', b'SEND: sleep=0.1 | counter=80 | timeElap=HR=0 min=0, sec=40') 
({b"H'\xe2\r\x80h": [-54, 197748]}, ': ', b'SEND: sleep=0.1 | counter=81 | timeElap=HR=0 min=0, sec=40') 
({b"H'\xe2\r\x80h": [-55, 198468]}, ': ', b'SEND: sleep=0.1 | counter=82 | timeElap=HR=0 min=0, sec=41') 
({b"H'\xe2\r\x80h": [-55, 198958]}, ': ', b'SEND: sleep=0.1 | counter=83 | timeElap=HR=0 min=0, sec=42') 
({b"H'\xe2\r\x80h": [-58, 199508]}, ': ', b'SEND: sleep=0.1 | counter=84 | timeElap=HR=0 min=0, sec=42') 
({b"H'\xe2\r\x80h": [-58, 199958]}, ': ', b'SEND: sleep=0.1 | counter=85 | timeElap=HR=0 min=0, sec=43') 
({b"H'\xe2\r\x80h": [-56, 200458]}, ': ', b'SEND: sleep=0.1 | counter=86 | timeElap=HR=0 min=0, sec=43') 
({b"H'\xe2\r\x80h": [-58, 201058]}, ': ', b'SEND: sleep=0.1 | counter=87 | timeElap=HR=0 min=0, sec=44') 
({b"H'\xe2\r\x80h": [-58, 201548]}, ': ', b'SEND: sleep=0.1 | counter=88 | timeElap=HR=0 min=0, sec=44') 
({b"H'\xe2\r\x80h": [-59, 202048]}, ': ', b'SEND: sleep=0.1 | counter=89 | timeElap=HR=0 min=0, sec=45') 
({b"H'\xe2\r\x80h": [-59, 202538]}, ': ', b'SEND: sleep=0.1 | counter=90 | timeElap=HR=0 min=0, sec=45') 
({b"H'\xe2\r\x80h": [-59, 203268]}, ': ', b'SEND: sleep=0.1 | counter=91 | timeElap=HR=0 min=0, sec=46') 
({b"H'\xe2\r\x80h": [-59, 203759]}, ': ', b'SEND: sleep=0.1 | counter=92 | timeElap=HR=0 min=0, sec=46') 
({b"H'\xe2\r\x80h": [-58, 204309]}, ': ', b'SEND: sleep=0.1 | counter=93 | timeElap=HR=0 min=0, sec=47') 
({b"H'\xe2\r\x80h": [-58, 204738]}, ': ', b'SEND: sleep=0.1 | counter=94 | timeElap=HR=0 min=0, sec=47') 
({b"H'\xe2\r\x80h": [-60, 205338]}, ': ', b'SEND: sleep=0.1 | counter=95 | timeElap=HR=0 min=0, sec=48') 
({b"H'\xe2\r\x80h": [-58, 205828]}, ': ', b'SEND: sleep=0.1 | counter=96 | timeElap=HR=0 min=0, sec=48') 
({b"H'\xe2\r\x80h": [-58, 206328]}, ': ', b'SEND: sleep=0.1 | counter=97 | timeElap=HR=0 min=0, sec=49') 
({b"H'\xe2\r\x80h": [-59, 206828]}, ': ', b'SEND: sleep=0.1 | counter=98 | timeElap=HR=0 min=0, sec=49') 
({b"H'\xe2\r\x80h": [-59, 207318]}, ': ', b'SEND: sleep=0.1 | counter=99 | timeElap=HR=0 min=0, sec=50') 
({b"H'\xe2\r\x80h": [-59, 208038]}, ': ', b'SEND: sleep=0.1 | counter=100 | timeElap=HR=0 min=0, sec=51') 
({b"H'\xe2\r\x80h": [-59, 208538]}, ': ', b'SEND: sleep=0.1 | counter=101 | timeElap=HR=0 min=0, sec=51') 
({b"H'\xe2\r\x80h": [-58, 209038]}, ': ', b'SEND: sleep=0.1 | counter=102 | timeElap=HR=0 min=0, sec=52') 
({b"H'\xe2\r\x80h": [-58, 209588]}, ': ', b'SEND: sleep=0.1 | counter=103 | timeElap=HR=0 min=0, sec=52') 
({b"H'\xe2\r\x80h": [-58, 210138]}, ': ', b'SEND: sleep=0.1 | counter=104 | timeElap=HR=0 min=0, sec=53') 
({b"H'\xe2\r\x80h": [-59, 210629]}, ': ', b'SEND: sleep=0.1 | counter=105 | timeElap=HR=0 min=0, sec=53') 
({b"H'\xe2\r\x80h": [-59, 211118]}, ': ', b'SEND: sleep=0.1 | counter=106 | timeElap=HR=0 min=0, sec=54') 
({b"H'\xe2\r\x80h": [-58, 211608]}, ': ', b'SEND: sleep=0.1 | counter=107 | timeElap=HR=0 min=0, sec=54') 
({b"H'\xe2\r\x80h": [-59, 212328]}, ': ', b'SEND: sleep=0.1 | counter=108 | timeElap=HR=0 min=0, sec=55') 
({b"H'\xe2\r\x80h": [-59, 212798]}, ': ', b'SEND: sleep=0.1 | counter=109 | timeElap=HR=0 min=0, sec=55') 
({b"H'\xe2\r\x80h": [-53, 213268]}, ': ', b'SEND: sleep=0.1 | counter=110 | timeElap=HR=0 min=0, sec=56') 
({b"H'\xe2\r\x80h": [-56, 214351]}, ': ', b'SEND: sleep=0.1 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-58, 214959]}, ': ', b'SEND: sleep=0.1 | counter=2 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-57, 215507]}, ': ', b'SEND: sleep=0.1 | counter=3 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-56, 225740]}, ': ', b'SEND: sleep=0.1 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-57, 226203]}, ': ', b'SEND: sleep=0.1 | counter=2 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-56, 226873]}, ': ', b'SEND: sleep=0.1 | counter=3 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-57, 227335]}, ': ', b'SEND: sleep=0.1 | counter=4 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-57, 227783]}, ': ', b'SEND: sleep=0.1 | counter=5 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-57, 228223]}, ': ', b'SEND: sleep=0.1 | counter=6 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-56, 228673]}, ': ', b'SEND: sleep=0.1 | counter=7 | timeElap=HR=0 min=0, sec=3') 
({b"H'\xe2\r\x80h": [-56, 229233]}, ': ', b'SEND: sleep=0.1 | counter=8 | timeElap=HR=0 min=0, sec=3') 
({b"H'\xe2\r\x80h": [-57, 229693]}, ': ', b'SEND: sleep=0.1 | counter=9 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-56, 230036]}, ': ', b'SEND: sleep=0.1 | counter=10 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-56, 230519]}, ': ', b'SEND: sleep=0.1 | counter=11 | timeElap=HR=0 min=0, sec=5') 
({b"H'\xe2\r\x80h": [-56, 231153]}, ': ', b'SEND: sleep=0.1 | counter=12 | timeElap=HR=0 min=0, sec=5') 
({b"H'\xe2\r\x80h": [-55, 231593]}, ': ', b'SEND: sleep=0.1 | counter=13 | timeElap=HR=0 min=0, sec=6') 
({b"H'\xe2\r\x80h": [-56, 232055]}, ': ', b'SEND: sleep=0.1 | counter=14 | timeElap=HR=0 min=0, sec=6') 
({b"H'\xe2\r\x80h": [-56, 232513]}, ': ', b'SEND: sleep=0.1 | counter=15 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-56, 232953]}, ': ', b'SEND: sleep=0.1 | counter=16 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-56, 233503]}, ': ', b'SEND: sleep=0.1 | counter=17 | timeElap=HR=0 min=0, sec=8') 
({b"H'\xe2\r\x80h": [-56, 233943]}, ': ', b'SEND: sleep=0.1 | counter=18 | timeElap=HR=0 min=0, sec=8') 
({b"H'\xe2\r\x80h": [-55, 234395]}, ': ', b'SEND: sleep=0.1 | counter=19 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-56, 234879]}, ': ', b'SEND: sleep=0.1 | counter=20 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-55, 235513]}, ': ', b'SEND: sleep=0.1 | counter=21 | timeElap=HR=0 min=0, sec=10') 
({b"H'\xe2\r\x80h": [-55, 235973]}, ': ', b'SEND: sleep=0.1 | counter=22 | timeElap=HR=0 min=0, sec=10') 
({b"H'\xe2\r\x80h": [-56, 236433]}, ': ', b'SEND: sleep=0.1 | counter=23 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-55, 236893]}, ': ', b'SEND: sleep=0.1 | counter=24 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-56, 237463]}, ': ', b'SEND: sleep=0.1 | counter=25 | timeElap=HR=0 min=0, sec=12') 
({b"H'\xe2\r\x80h": [-56, 237924]}, ': ', b'SEND: sleep=0.1 | counter=26 | timeElap=HR=0 min=0, sec=12') 
({b"H'\xe2\r\x80h": [-55, 238384]}, ': ', b'SEND: sleep=0.1 | counter=27 | timeElap=HR=0 min=0, sec=13') 
({b"H'\xe2\r\x80h": [-55, 299534]}, ': ', b'SEND: sleep=0.1 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-53, 299764]}, ': ', b'SEND: sleep=0.1 | counter=2 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-54, 300213]}, ': ', b'SEND: sleep=0.1 | counter=3 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-54, 300489]}, ': ', b'SEND: sleep=0.1 | counter=4 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-53, 300663]}, ': ', b'SEND: sleep=0.1 | counter=5 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-55, 300883]}, ': ', b'SEND: sleep=0.1 | counter=6 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-55, 301117]}, ': ', b'SEND: sleep=0.1 | counter=7 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-54, 301333]}, ': ', b'SEND: sleep=0.1 | counter=8 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-54, 301620]}, ': ', b'SEND: sleep=0.1 | counter=9 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-54, 301895]}, ': ', b'SEND: sleep=0.1 | counter=10 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-55, 302123]}, ': ', b'SEND: sleep=0.1 | counter=11 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-55, 302359]}, ': ', b'SEND: sleep=0.1 | counter=12 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-54, 302583]}, ': ', b'SEND: sleep=0.1 | counter=13 | timeElap=HR=0 min=0, sec=3') 
({b"H'\xe2\r\x80h": [-54, 302864]}, ': ', b'SEND: sleep=0.1 | counter=14 | timeElap=HR=0 min=0, sec=3') 
({b"H'\xe2\r\x80h": [-55, 303110]}, ': ', b'SEND: sleep=0.1 | counter=15 | timeElap=HR=0 min=0, sec=3') 
({b"H'\xe2\r\x80h": [-55, 303273]}, ': ', b'SEND: sleep=0.1 | counter=16 | timeElap=HR=0 min=0, sec=3') 
({b"H'\xe2\r\x80h": [-55, 303723]}, ': ', b'SEND: sleep=0.1 | counter=17 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-55, 303979]}, ': ', b'SEND: sleep=0.1 | counter=18 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-54, 304469]}, ': ', b'SEND: sleep=0.1 | counter=20 | timeElap=HR=0 min=0, sec=5') 
({b"H'\xe2\r\x80h": [-54, 304875]}, ': ', b'SEND: sleep=0.1 | counter=22 | timeElap=HR=0 min=0, sec=5') 
({b"H'\xe2\r\x80h": [-56, 305103]}, ': ', b'SEND: sleep=0.1 | counter=23 | timeElap=HR=0 min=0, sec=5') 
({b"H'\xe2\r\x80h": [-54, 305433]}, ': ', b'SEND: sleep=0.1 | counter=24 | timeElap=HR=0 min=0, sec=6') 
({b"H'\xe2\r\x80h": [-55, 305893]}, ': ', b'SEND: sleep=0.1 | counter=26 | timeElap=HR=0 min=0, sec=6') 
({b"H'\xe2\r\x80h": [-56, 306353]}, ': ', b'SEND: sleep=0.1 | counter=28 | timeElap=HR=0 min=0, sec=6') 
({b"H'\xe2\r\x80h": [-57, 306841]}, ': ', b'SEND: sleep=0.1 | counter=30 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-56, 307254]}, ': ', b'SEND: sleep=0.1 | counter=31 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-56, 307483]}, ': ', b'SEND: sleep=0.1 | counter=32 | timeElap=HR=0 min=0, sec=8') 
({b"H'\xe2\r\x80h": [-54, 308173]}, ': ', b'SEND: sleep=0.1 | counter=35 | timeElap=HR=0 min=0, sec=8') 
({b"H'\xe2\r\x80h": [-55, 308403]}, ': ', b'SEND: sleep=0.1 | counter=36 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-55, 309037]}, ': ', b'SEND: sleep=0.1 | counter=38 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-53, 309203]}, ': ', b'SEND: sleep=0.1 | counter=39 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-54, 309665]}, ': ', b'SEND: sleep=0.1 | counter=41 | timeElap=HR=0 min=0, sec=10') 
({b"H'\xe2\r\x80h": [-55, 310123]}, ': ', b'SEND: sleep=0.1 | counter=43 | timeElap=HR=0 min=0, sec=10') 
({b"H'\xe2\r\x80h": [-53, 310353]}, ': ', b'SEND: sleep=0.1 | counter=44 | timeElap=HR=0 min=0, sec=10') 
({b"H'\xe2\r\x80h": [-53, 311033]}, ': ', b'SEND: sleep=0.1 | counter=46 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-54, 311338]}, ': ', b'SEND: sleep=0.1 | counter=47 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-55, 311504]}, ': ', b'SEND: sleep=0.1 | counter=48 | timeElap=HR=0 min=0, sec=12') 
({b"H'\xe2\r\x80h": [-53, 312195]}, ': ', b'SEND: sleep=0.1 | counter=51 | timeElap=HR=0 min=0, sec=12') 
({b"H'\xe2\r\x80h": [-55, 312423]}, ': ', b'SEND: sleep=0.1 | counter=52 | timeElap=HR=0 min=0, sec=13') 
({b"H'\xe2\r\x80h": [-53, 312763]}, ': ', b'SEND: sleep=0.1 | counter=53 | timeElap=HR=0 min=0, sec=13') 
({b"H'\xe2\r\x80h": [-53, 313256]}, ': ', b'SEND: sleep=0.1 | counter=55 | timeElap=HR=0 min=0, sec=13') 
({b"H'\xe2\r\x80h": [-58, 365211]}, ': ', b'SEND: sleep=0.1 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-57, 365683]}, ': ', b'SEND: sleep=0.1 | counter=2 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-58, 366364]}, ': ', b'SEND: sleep=0.1 | counter=3 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-57, 366823]}, ': ', b'SEND: sleep=0.1 | counter=4 | timeElap=HR=0 min=0, sec=1') 
({b"H'\xe2\r\x80h": [-58, 367286]}, ': ', b'SEND: sleep=0.1 | counter=5 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-57, 367744]}, ': ', b'SEND: sleep=0.1 | counter=6 | timeElap=HR=0 min=0, sec=2') 
({b"H'\xe2\r\x80h": [-57, 368204]}, ': ', b'SEND: sleep=0.1 | counter=7 | timeElap=HR=0 min=0, sec=3') 
({b"H'\xe2\r\x80h": [-58, 368774]}, ': ', b'SEND: sleep=0.1 | counter=8 | timeElap=HR=0 min=0, sec=3') 
({b"H'\xe2\r\x80h": [-57, 369234]}, ': ', b'SEND: sleep=0.1 | counter=9 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-57, 369696]}, ': ', b'SEND: sleep=0.1 | counter=10 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-58, 370033]}, ': ', b'SEND: sleep=0.1 | counter=11 | timeElap=HR=0 min=0, sec=5') 
({b"H'\xe2\r\x80h": [-57, 370724]}, ': ', b'SEND: sleep=0.1 | counter=12 | timeElap=HR=0 min=0, sec=5') 
({b"H'\xe2\r\x80h": [-58, 371194]}, ': ', b'SEND: sleep=0.1 | counter=13 | timeElap=HR=0 min=0, sec=6') 
({b"H'\xe2\r\x80h": [-58, 371654]}, ': ', b'SEND: sleep=0.1 | counter=14 | timeElap=HR=0 min=0, sec=6') 
({b"H'\xe2\r\x80h": [-58, 372116]}, ': ', b'SEND: sleep=0.1 | counter=15 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-57, 372574]}, ': ', b'SEND: sleep=0.1 | counter=16 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-57, 373144]}, ': ', b'SEND: sleep=0.1 | counter=17 | timeElap=HR=0 min=0, sec=8') 
({b"H'\xe2\r\x80h": [-58, 373614]}, ': ', b'SEND: sleep=0.1 | counter=18 | timeElap=HR=0 min=0, sec=8') 
({b"H'\xe2\r\x80h": [-57, 374164]}, ': ', b'SEND: sleep=0.1 | counter=19 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-58, 374565]}, ': ', b'SEND: sleep=0.1 | counter=20 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-58, 375264]}, ': ', b'SEND: sleep=0.1 | counter=21 | timeElap=HR=0 min=0, sec=10') 
({b"H'\xe2\r\x80h": [-57, 375724]}, ': ', b'SEND: sleep=0.1 | counter=22 | timeElap=HR=0 min=0, sec=10') 
({b"H'\xe2\r\x80h": [-58, 376184]}, ': ', b'SEND: sleep=0.1 | counter=23 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-57, 376655]}, ': ', b'SEND: sleep=0.1 | counter=24 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-58, 377224]}, ': ', b'SEND: sleep=0.1 | counter=25 | timeElap=HR=0 min=0, sec=12') 
({b"H'\xe2\r\x80h": [-58, 377674]}, ': ', b'SEND: sleep=0.1 | counter=26 | timeElap=HR=0 min=0, sec=12') 
({b"H'\xe2\r\x80h": [-58, 378144]}, ': ', b'SEND: sleep=0.1 | counter=27 | timeElap=HR=0 min=0, sec=13') 
({b"H'\xe2\r\x80h": [-57, 378604]}, ': ', b'SEND: sleep=0.1 | counter=28 | timeElap=HR=0 min=0, sec=13') 
({b"H'\xe2\r\x80h": [-56, 379064]}, ': ', b'SEND: sleep=0.1 | counter=29 | timeElap=HR=0 min=0, sec=14') 
({b"H'\xe2\r\x80h": [-57, 379744]}, ': ', b'SEND: sleep=0.1 | counter=30 | timeElap=HR=0 min=0, sec=14') 
({b"H'\xe2\r\x80h": [-57, 380214]}, ': ', b'SEND: sleep=0.1 | counter=31 | timeElap=HR=0 min=0, sec=15') 
({b"H'\xe2\r\x80h": [-58, 380674]}, ': ', b'SEND: sleep=0.1 | counter=32 | timeElap=HR=0 min=0, sec=15') 
({b"H'\xe2\r\x80h": [-56, 381144]}, ': ', b'SEND: sleep=0.1 | counter=33 | timeElap=HR=0 min=0, sec=16') 
({b"H'\xe2\r\x80h": [-56, 381724]}, ': ', b'SEND: sleep=0.1 | counter=34 | timeElap=HR=0 min=0, sec=16') 
({b"H'\xe2\r\x80h": [-58, 382184]}, ': ', b'SEND: sleep=0.1 | counter=35 | timeElap=HR=0 min=0, sec=17') 
({b"H'\xe2\r\x80h": [-58, 382644]}, ': ', b'SEND: sleep=0.1 | counter=36 | timeElap=HR=0 min=0, sec=17') 
({b"H'\xe2\r\x80h": [-57, 383114]}, ': ', b'SEND: sleep=0.1 | counter=37 | timeElap=HR=0 min=0, sec=18') 
({b"H'\xe2\r\x80h": [-58, 383804]}, ': ', b'SEND: sleep=0.1 | counter=38 | timeElap=HR=0 min=0, sec=18') 
({b"H'\xe2\r\x80h": [-57, 384266]}, ': ', b'SEND: sleep=0.1 | counter=39 | timeElap=HR=0 min=0, sec=19') 
({b"H'\xe2\r\x80h": [-56, 384760]}, ': ', b'SEND: sleep=0.1 | counter=40 | timeElap=HR=0 min=0, sec=19') 
({b"H'\xe2\r\x80h": [-57, 385214]}, ': ', b'SEND: sleep=0.1 | counter=41 | timeElap=HR=0 min=0, sec=20') 
({b"H'\xe2\r\x80h": [-58, 385684]}, ': ', b'SEND: sleep=0.1 | counter=42 | timeElap=HR=0 min=0, sec=20') 
({b"H'\xe2\r\x80h": [-58, 386274]}, ': ', b'SEND: sleep=0.1 | counter=43 | timeElap=HR=0 min=0, sec=21') 
({b"H'\xe2\r\x80h": [-58, 386755]}, ': ', b'SEND: sleep=0.1 | counter=44 | timeElap=HR=0 min=0, sec=21') 
({b"H'\xe2\r\x80h": [-56, 387234]}, ': ', b'SEND: sleep=0.1 | counter=45 | timeElap=HR=0 min=0, sec=22') 
({b"H'\xe2\r\x80h": [-58, 387714]}, ': ', b'SEND: sleep=0.1 | counter=46 | timeElap=HR=0 min=0, sec=22') 
({b"H'\xe2\r\x80h": [-57, 388424]}, ': ', b'SEND: sleep=0.1 | counter=47 | timeElap=HR=0 min=0, sec=23') 
({b"H'\xe2\r\x80h": [-57, 388905]}, ': ', b'SEND: sleep=0.1 | counter=48 | timeElap=HR=0 min=0, sec=23') 
({b"H'\xe2\r\x80h": [-58, 389386]}, ': ', b'SEND: sleep=0.1 | counter=49 | timeElap=HR=0 min=0, sec=24') 
({b"H'\xe2\r\x80h": [-56, 389874]}, ': ', b'SEND: sleep=0.1 | counter=50 | timeElap=HR=0 min=0, sec=24') 
({b"H'\xe2\r\x80h": [-56, 390464]}, ': ', b'SEND: sleep=0.1 | counter=51 | timeElap=HR=0 min=0, sec=25') 
({b"H'\xe2\r\x80h": [-56, 390954]}, ': ', b'SEND: sleep=0.1 | counter=52 | timeElap=HR=0 min=0, sec=25') 
({b"H'\xe2\r\x80h": [-58, 391435]}, ': ', b'SEND: sleep=0.1 | counter=53 | timeElap=HR=0 min=0, sec=26') 
({b"H'\xe2\r\x80h": [-57, 391924]}, ': ', b'SEND: sleep=0.1 | counter=54 | timeElap=HR=0 min=0, sec=26') 
({b"H'\xe2\r\x80h": [-56, 392624]}, ': ', b'SEND: sleep=0.1 | counter=55 | timeElap=HR=0 min=0, sec=27') 
({b"H'\xe2\r\x80h": [-56, 393124]}, ': ', b'SEND: sleep=0.1 | counter=56 | timeElap=HR=0 min=0, sec=28') 
({b"H'\xe2\r\x80h": [-57, 393614]}, ': ', b'SEND: sleep=0.1 | counter=57 | timeElap=HR=0 min=0, sec=28') 
({b"H'\xe2\r\x80h": [-57, 394166]}, ': ', b'SEND: sleep=0.1 | counter=58 | timeElap=HR=0 min=0, sec=29') 
({b"H'\xe2\r\x80h": [-56, 394594]}, ': ', b'SEND: sleep=0.1 | counter=59 | timeElap=HR=0 min=0, sec=29') 
({b"H'\xe2\r\x80h": [-58, 395204]}, ': ', b'SEND: sleep=0.1 | counter=60 | timeElap=HR=0 min=0, sec=30') 
({b"H'\xe2\r\x80h": [-57, 395684]}, ': ', b'SEND: sleep=0.1 | counter=61 | timeElap=HR=0 min=0, sec=30') 
({b"H'\xe2\r\x80h": [-57, 396164]}, ': ', b'SEND: sleep=0.1 | counter=62 | timeElap=HR=0 min=0, sec=31') 
({b"H'\xe2\r\x80h": [-58, 396644]}, ': ', b'SEND: sleep=0.1 | counter=63 | timeElap=HR=0 min=0, sec=31') 
({b"H'\xe2\r\x80h": [-57, 397364]}, ': ', b'SEND: sleep=0.1 | counter=64 | timeElap=HR=0 min=0, sec=32') 
({b"H'\xe2\r\x80h": [-58, 397864]}, ': ', b'SEND: sleep=0.1 | counter=65 | timeElap=HR=0 min=0, sec=32') 
({b"H'\xe2\r\x80h": [-57, 398354]}, ': ', b'SEND: sleep=0.1 | counter=66 | timeElap=HR=0 min=0, sec=33') 
({b"H'\xe2\r\x80h": [-56, 398834]}, ': ', b'SEND: sleep=0.1 | counter=67 | timeElap=HR=0 min=0, sec=33') 
({b"H'\xe2\r\x80h": [-58, 399434]}, ': ', b'SEND: sleep=0.1 | counter=68 | timeElap=HR=0 min=0, sec=34') 
({b"H'\xe2\r\x80h": [-57, 399924]}, ': ', b'SEND: sleep=0.1 | counter=69 | timeElap=HR=0 min=0, sec=34') 
({b"H'\xe2\r\x80h": [-57, 400404]}, ': ', b'SEND: sleep=0.1 | counter=70 | timeElap=HR=0 min=0, sec=35') 
({b"H'\xe2\r\x80h": [-56, 400884]}, ': ', b'SEND: sleep=0.1 | counter=71 | timeElap=HR=0 min=0, sec=35') 
({b"H'\xe2\r\x80h": [-57, 401374]}, ': ', b'SEND: sleep=0.1 | counter=72 | timeElap=HR=0 min=0, sec=36') 
({b"H'\xe2\r\x80h": [-57, 402084]}, ': ', b'SEND: sleep=0.1 | counter=73 | timeElap=HR=0 min=0, sec=37') 
({b"H'\xe2\r\x80h": [-57, 402574]}, ': ', b'SEND: sleep=0.1 | counter=74 | timeElap=HR=0 min=0, sec=37') 
({b"H'\xe2\r\x80h": [-57, 403054]}, ': ', b'SEND: sleep=0.1 | counter=75 | timeElap=HR=0 min=0, sec=38') 
({b"H'\xe2\r\x80h": [-58, 403534]}, ': ', b'SEND: sleep=0.1 | counter=76 | timeElap=HR=0 min=0, sec=38') 
